match_id,patch,placement,level,last_round,gold_left,time_eliminated,traits,trait_tiers,augments,units
NA1_5569483591,Version.10,3,10,34,1,1953.8702392578125,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_JhinUniqueTrait,TFT17_ManaTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SpaceGroove,TFT17_SummonTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_JhinUniqueTrait:1,TFT17_ManaTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1",,"TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Rhaast,TFT17_Karma,TFT17_Nunu,TFT17_Bard,TFT17_Jhin,TFT17_Blitzcrank,TFT17_Sona,TFT17_Summon"
NA1_5569483591,Version.10,7,8,30,29,1709.2596435546875,"TFT17_ADMIN,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_SummonTrait","TFT17_ADMIN:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:2,TFT17_SpaceGroove:1,TFT17_SummonTrait:1",,"TFT17_Leona,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_Nunu,TFT17_Leblanc,TFT17_Bard,TFT17_Summon"
NA1_5569483591,Version.10,4,9,34,1,1954.270751953125,"TFT17_ASTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_HPTank,TFT17_MeleeTrait,TFT17_PsyOps,TFT17_RhaastUniqueTrait,TFT17_TahmKenchUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_HPTank:2,TFT17_MeleeTrait:2,TFT17_PsyOps:1,TFT17_RhaastUniqueTrait:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Belveth,TFT17_Gragas,TFT17_Maokai,TFT17_Urgot,TFT17_Rhaast,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench,TFT17_Fiora"
NA1_5569483591,Version.10,1,9,35,2,2020.4327392578125,"TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait","TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1",,"TFT17_Poppy,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rhaast,TFT17_Rammus,TFT17_Corki,TFT17_Corki,TFT17_Galio"
NA1_5569483591,Version.10,2,8,35,7,2016.7772216796875,"TFT17_DarkStar,TFT17_FlexTrait,TFT17_HPTank,TFT17_PsyOps,TFT17_SonaUniqueTrait,TFT17_TahmKenchUniqueTrait","TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_HPTank:2,TFT17_PsyOps:2,TFT17_SonaUniqueTrait:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Chogath,TFT17_Pyke,TFT17_Gragas,TFT17_Maokai,TFT17_Karma,TFT17_MasterYi,TFT17_TahmKench,TFT17_Sona"
NA1_5569483591,Version.10,8,9,27,1,1568.763671875,"TFT17_DRX,TFT17_DarkStar,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_RangedTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_Stargazer_Huntress,TFT17_TahmKenchUniqueTrait","TFT17_DRX:1,TFT17_DarkStar:1,TFT17_HPTank:1,TFT17_JhinUniqueTrait:1,TFT17_RangedTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_Stargazer_Huntress:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Aatrox,TFT17_Jax,TFT17_Mordekaiser,TFT17_Maokai,TFT17_Rhaast,TFT17_Nunu,TFT17_Xayah,TFT17_TahmKench,TFT17_Jhin"
NA1_5570542421,Version.11,2,10,34,23,1861.6920166015625,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_MorganaUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SpaceGroove,TFT17_SummonTrait,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_MorganaUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1,TFT17_VexUniqueTrait:1",,"TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_Nunu,TFT17_Morgana,TFT17_Bard,TFT17_Blitzcrank,TFT17_Sona,TFT17_Vex,TFT17_Summon"
NA1_5570542421,Version.11,4,9,33,24,1855.2630615234375,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_RangedTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_Stargazer_Fountain,TFT17_TahmKenchUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_HPTank:1,TFT17_JhinUniqueTrait:1,TFT17_RangedTrait:1,TFT17_ShieldTank:2,TFT17_SpaceGroove:1,TFT17_Stargazer_Fountain:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Jax,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Maokai,TFT17_Nunu,TFT17_Xayah,TFT17_TahmKench,TFT17_Jhin,TFT17_Blitzcrank"
NA1_5570542421,Version.11,1,9,34,0,1868.3511962890625,"TFT17_ADMIN,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SummonTrait","TFT17_ADMIN:2,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SummonTrait:1",,"TFT17_Leona,TFT17_Zoe,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Rhaast,TFT17_Karma,TFT17_Nunu,TFT17_Leblanc,TFT17_Summon"
NA1_5570542421,Version.11,8,8,20,1,1147.57666015625,"TFT17_AnimaSquad,TFT17_FioraUniqueTrait,TFT17_FlexTrait,TFT17_HPTank,TFT17_Mecha,TFT17_MeleeTrait","TFT17_AnimaSquad:1,TFT17_FioraUniqueTrait:1,TFT17_FlexTrait:2,TFT17_HPTank:1,TFT17_Mecha:1,TFT17_MeleeTrait:1",,"TFT17_Jinx,TFT17_Aurora,TFT17_Maokai,TFT17_Urgot,TFT17_Karma,TFT17_Galio,TFT17_Fiora"
NA1_5570542421,Version.11,6,9,28,0,1617.9837646484375,"TFT17_APTrait,TFT17_AssassinTrait,TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_AssassinTrait:1,TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:3,TFT17_HPTank:1,TFT17_JhinUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_Timebreaker:1",,"TFT17_Chogath,TFT17_Lissandra,TFT17_Mordekaiser,TFT17_Pantheon,TFT17_Kaisa,TFT17_Karma,TFT17_Riven,TFT17_Jhin,TFT17_Blitzcrank"
NA1_5570542421,Version.11,7,9,27,0,1557.7335205078125,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_MeleeTrait,TFT17_MorganaUniqueTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_MeleeTrait:1,TFT17_MorganaUniqueTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Morgana,TFT17_Fiora,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Graves"
NA1_5570542421,Version.11,3,8,33,1,1847.2523193359375,"TFT17_ASTrait,TFT17_DRX,TFT17_HPTank,TFT17_MeleeTrait,TFT17_MissFortuneUniqueTrait,TFT17_Primordian,TFT17_PsyOps,TFT17_RhaastUniqueTrait","TFT17_ASTrait:3,TFT17_DRX:1,TFT17_HPTank:2,TFT17_MeleeTrait:1,TFT17_MissFortuneUniqueTrait:1,TFT17_Primordian:1,TFT17_PsyOps:1,TFT17_RhaastUniqueTrait:1",,"TFT17_RekSai,TFT17_Belveth,TFT17_Gragas,TFT17_MissFortune,TFT17_Maokai,TFT17_Urgot,TFT17_Rhaast,TFT17_Kindred"
NA1_5570542421,Version.11,5,8,30,46,1687.6844482421875,"TFT17_APTrait,TFT17_AssassinTrait,TFT17_DarkStar,TFT17_HPTank,TFT17_SpaceGroove,TFT17_TahmKenchUniqueTrait,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_AssassinTrait:1,TFT17_DarkStar:1,TFT17_HPTank:3,TFT17_SpaceGroove:1,TFT17_TahmKenchUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Chogath,TFT17_Gragas,TFT17_Pantheon,TFT17_Maokai,TFT17_Kaisa,TFT17_Nami,TFT17_Riven,TFT17_TahmKench"
NA1_5567551745,Version.10,4,9,33,1,1936.0030517578125,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_ShenUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_ShenUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven,TFT17_Bard,TFT17_Shen"
NA1_5567551745,Version.10,8,7,28,0,1683.474365234375,"TFT17_ASTrait,TFT17_DRX,TFT17_MeleeTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_SpaceGroove","TFT17_ASTrait:2,TFT17_DRX:1,TFT17_MeleeTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_SpaceGroove:1",,"TFT17_Aatrox,TFT17_Belveth,TFT17_Jinx,TFT17_Akali,TFT17_Ornn,TFT17_Diana,TFT17_Rhaast"
NA1_5567551745,Version.10,1,9,34,1,2004.37841796875,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_MeleeTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait,TFT17_ZedUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_MeleeTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1,TFT17_ZedUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Nunu,TFT17_Fiora,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Zed"
NA1_5567551745,Version.10,5,9,30,3,1755.194580078125,"TFT17_DarkStar,TFT17_FlexTrait,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SummonTrait,TFT17_TahmKenchUniqueTrait","TFT17_DarkStar:3,TFT17_FlexTrait:1,TFT17_HPTank:1,TFT17_JhinUniqueTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:1,TFT17_SummonTrait:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Chogath,TFT17_Lissandra,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_AurelionSol,TFT17_Galio,TFT17_TahmKench,TFT17_Jhin,TFT17_Summon"
NA1_5567551745,Version.10,7,8,30,1,1762.59765625,"TFT17_ASTrait,TFT17_DRX,TFT17_HPTank,TFT17_MeleeTrait,TFT17_PsyOps,TFT17_RhaastUniqueTrait,TFT17_TahmKenchUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:2,TFT17_HPTank:2,TFT17_MeleeTrait:2,TFT17_PsyOps:1,TFT17_RhaastUniqueTrait:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Akali,TFT17_Gragas,TFT17_Maokai,TFT17_Urgot,TFT17_Rhaast,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench"
NA1_5567551745,Version.10,3,8,34,31,1999.822509765625,"TFT17_APTrait,TFT17_DRX,TFT17_Fateweaver,TFT17_HPTank,TFT17_ResistTank,TFT17_SonaUniqueTrait,TFT17_Stargazer_Medallion,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_DRX:1,TFT17_Fateweaver:1,TFT17_HPTank:1,TFT17_ResistTank:1,TFT17_SonaUniqueTrait:1,TFT17_Stargazer_Medallion:1,TFT17_Timebreaker:1",,"TFT17_Aatrox,TFT17_TwistedFate,TFT17_Jax,TFT17_Milio,TFT17_Pantheon,TFT17_Maokai,TFT17_Lulu,TFT17_Sona"
NA1_5567551745,Version.10,6,8,30,2,1767.053466796875,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_MorganaUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_MorganaUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SpaceGroove:1",,"TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_AurelionSol,TFT17_Nunu,TFT17_Morgana,TFT17_Blitzcrank"
NA1_5567551745,Version.10,2,10,34,1,1999.6221923828125,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_MeleeTrait,TFT17_MorganaUniqueTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_MeleeTrait:1,TFT17_MorganaUniqueTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Nunu,TFT17_Morgana,TFT17_Fiora,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Graves"
NA1_5563959406,Version.10,4,9,31,0,1740.053955078125,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_ShenUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_ShenUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven,TFT17_Bard,TFT17_Shen"
NA1_5563959406,Version.10,3,9,35,6,1913.7835693359375,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_JhinUniqueTrait,TFT17_RangedTrait,TFT17_ResistTank,TFT17_ShenUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_JhinUniqueTrait:1,TFT17_RangedTrait:1,TFT17_ResistTank:2,TFT17_ShenUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Milio,TFT17_Fizz,TFT17_Rammus,TFT17_Corki,TFT17_Riven,TFT17_Bard,TFT17_Jhin,TFT17_Shen"
NA1_5563959406,Version.10,6,9,28,3,1612.528564453125,"TFT17_DRX,TFT17_DarkStar,TFT17_HPTank,TFT17_JhinUniqueTrait,TFT17_MeleeTrait,TFT17_PsyOps,TFT17_SonaUniqueTrait,TFT17_TahmKenchUniqueTrait,TFT17_ZedUniqueTrait","TFT17_DRX:1,TFT17_DarkStar:1,TFT17_HPTank:2,TFT17_JhinUniqueTrait:1,TFT17_MeleeTrait:1,TFT17_PsyOps:2,TFT17_SonaUniqueTrait:1,TFT17_TahmKenchUniqueTrait:1,TFT17_ZedUniqueTrait:1",,"TFT17_Chogath,TFT17_Akali,TFT17_Gragas,TFT17_Maokai,TFT17_MasterYi,TFT17_TahmKench,TFT17_Jhin,TFT17_Sona,TFT17_Zed"
NA1_5563959406,Version.10,7,7,24,0,1324.9422607421875,"TFT17_APTrait,TFT17_DRX,TFT17_Fateweaver,TFT17_HPTank,TFT17_ResistTank,TFT17_Stargazer_Huntress,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_DRX:1,TFT17_Fateweaver:1,TFT17_HPTank:1,TFT17_ResistTank:1,TFT17_Stargazer_Huntress:1,TFT17_Timebreaker:1",,"TFT17_Aatrox,TFT17_TwistedFate,TFT17_Jax,TFT17_Milio,TFT17_Pantheon,TFT17_Maokai,TFT17_Lulu"
NA1_5563959406,Version.10,2,9,35,19,1917.9891357421875,"TFT17_BlitzcrankUniqueTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_GravesTrait,TFT17_MeleeTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_GravesTrait:1,TFT17_MeleeTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_VexUniqueTrait:1",,"TFT17_Aatrox,TFT17_Akali,TFT17_Rhaast,TFT17_Nunu,TFT17_Fiora,TFT17_Blitzcrank,TFT17_Vex,TFT17_Shen,TFT17_Graves"
NA1_5563959406,Version.10,1,10,35,14,1955.1378173828125,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FioraUniqueTrait,TFT17_FlexTrait,TFT17_HPTank,TFT17_ManaTrait,TFT17_Mecha,TFT17_MeleeTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SpaceGroove,TFT17_TahmKenchUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FioraUniqueTrait:1,TFT17_FlexTrait:3,TFT17_HPTank:1,TFT17_ManaTrait:1,TFT17_Mecha:1,TFT17_MeleeTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SpaceGroove:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Mordekaiser,TFT17_Aurora,TFT17_Urgot,TFT17_Rhaast,TFT17_Karma,TFT17_AurelionSol,TFT17_Galio,TFT17_TahmKench,TFT17_Fiora,TFT17_Blitzcrank"
NA1_5563959406,Version.10,5,8,28,40,1606.6563720703125,"TFT17_ADMIN,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SummonTrait","TFT17_ADMIN:2,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:2,TFT17_SummonTrait:1",,"TFT17_Leona,TFT17_Zoe,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Karma,TFT17_Nunu,TFT17_Leblanc,TFT17_Summon"
NA1_5563959406,Version.10,8,8,23,0,1299.617431640625,"TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_Mecha,TFT17_PsyOps,TFT17_ShenUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait","TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_Mecha:1,TFT17_PsyOps:1,TFT17_ShenUniqueTrait:1,TFT17_ShieldTank:1,TFT17_SonaUniqueTrait:1",,"TFT17_Mordekaiser,TFT17_Karma,TFT17_AurelionSol,TFT17_Galio,TFT17_Nunu,TFT17_Sona,TFT17_Shen"
NA1_5564684509,Version.10,2,9,37,1,2055.91357421875,"TFT17_ASTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_HPTank,TFT17_MeleeTrait,TFT17_Primordian,TFT17_PsyOps,TFT17_RhaastUniqueTrait,TFT17_TahmKenchUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_HPTank:2,TFT17_MeleeTrait:2,TFT17_Primordian:1,TFT17_PsyOps:1,TFT17_RhaastUniqueTrait:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Belveth,TFT17_Gragas,TFT17_Maokai,TFT17_Urgot,TFT17_Rhaast,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench,TFT17_Fiora"
NA1_5564684509,Version.10,7,7,28,2,1619.289306640625,"TFT17_DRX,TFT17_FlexTrait,TFT17_HPTank,TFT17_Mecha,TFT17_MeleeTrait,TFT17_RhaastUniqueTrait","TFT17_DRX:1,TFT17_FlexTrait:1,TFT17_HPTank:1,TFT17_Mecha:1,TFT17_MeleeTrait:1,TFT17_RhaastUniqueTrait:1",,"TFT17_Akali,TFT17_Aurora,TFT17_Maokai,TFT17_Urgot,TFT17_Rhaast,TFT17_Galio"
NA1_5564684509,Version.10,6,8,28,1,1617.2864990234375,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rhaast,TFT17_Rammus,TFT17_Corki,TFT17_Riven"
NA1_5564684509,Version.10,8,8,27,5,1550.8770751953125,"TFT17_ASTrait,TFT17_DRX,TFT17_FioraUniqueTrait,TFT17_HPTank,TFT17_MeleeTrait,TFT17_PsyOps,TFT17_TahmKenchUniqueTrait","TFT17_ASTrait:1,TFT17_DRX:1,TFT17_FioraUniqueTrait:1,TFT17_HPTank:2,TFT17_MeleeTrait:2,TFT17_PsyOps:1,TFT17_TahmKenchUniqueTrait:1",,"TFT17_Belveth,TFT17_Gragas,TFT17_Maokai,TFT17_Urgot,TFT17_Kindred,TFT17_MasterYi,TFT17_TahmKench,TFT17_Fiora"
NA1_5564684509,Version.10,5,8,28,1,1621.023193359375,"TFT17_AssassinTrait,TFT17_Astronaut,TFT17_Fateweaver,TFT17_FlexTrait,TFT17_ResistTank,TFT17_Timebreaker","TFT17_AssassinTrait:1,TFT17_Astronaut:2,TFT17_Fateweaver:1,TFT17_FlexTrait:1,TFT17_ResistTank:1,TFT17_Timebreaker:1",,"TFT17_Poppy,TFT17_Milio,TFT17_IvernMinion,TFT17_Fizz,TFT17_Rammus,TFT17_Corki,TFT17_Galio,TFT17_Riven"
NA1_5564684509,Version.10,4,9,33,0,1858.22900390625,"TFT17_APTrait,TFT17_DRX,TFT17_Fateweaver,TFT17_HPTank,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_Stargazer_Mountain,TFT17_Timebreaker","TFT17_APTrait:1,TFT17_DRX:1,TFT17_Fateweaver:1,TFT17_HPTank:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_Stargazer_Mountain:6,TFT17_Timebreaker:1",,"TFT17_Aatrox,TFT17_TwistedFate,TFT17_Jax,TFT17_Milio,TFT17_Pantheon,TFT17_Maokai,TFT17_Lulu,TFT17_Rhaast,TFT17_Xayah"
NA1_5564684509,Version.10,3,9,34,0,1918.33837890625,"TFT17_DarkStar,TFT17_FlexTrait,TFT17_JhinUniqueTrait,TFT17_ManaTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SummonTrait","TFT17_DarkStar:3,TFT17_FlexTrait:1,TFT17_JhinUniqueTrait:1,TFT17_ManaTrait:1,TFT17_ShieldTank:1,TFT17_SonaUniqueTrait:1,TFT17_SummonTrait:1",,"TFT17_Chogath,TFT17_Lissandra,TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Karma,TFT17_Nunu,TFT17_Bard,TFT17_Jhin,TFT17_Sona,TFT17_Summon"
NA1_5564684509,Version.10,1,10,37,1,2055.91357421875,"TFT17_BlitzcrankUniqueTrait,TFT17_DarkStar,TFT17_FlexTrait,TFT17_ManaTrait,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_SonaUniqueTrait,TFT17_SpaceGroove,TFT17_SummonTrait,TFT17_VexUniqueTrait","TFT17_BlitzcrankUniqueTrait:1,TFT17_DarkStar:1,TFT17_FlexTrait:1,TFT17_ManaTrait:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:2,TFT17_SonaUniqueTrait:1,TFT17_SpaceGroove:1,TFT17_SummonTrait:1,TFT17_VexUniqueTrait:1",,"TFT17_IvernMinion,TFT17_Mordekaiser,TFT17_Illaoi,TFT17_Rhaast,TFT17_Karma,TFT17_Nunu,TFT17_Bard,TFT17_Blitzcrank,TFT17_Sona,TFT17_Vex,TFT17_Summon"
NA1_5570553313,Version.11,7,8,27,2,1540.1385498046875,"TFT17_DRX,TFT17_DarkStar,TFT17_JhinUniqueTrait,TFT17_RangedTrait,TFT17_ResistTank,TFT17_RhaastUniqueTrait,TFT17_ShieldTank,TFT17_Stargazer_Serpent","TFT17_DRX:1,TFT17_DarkStar:1,TFT17_JhinUniqueTrait:1,TFT17_RangedTrait:1,TFT17_ResistTank:1,TFT17_RhaastUniqueTrait:1,TFT17_ShieldTank:1,TFT17_Stargazer_Serpent:1",,"TFT17_Aatrox,TFT17_Jax,TFT17_Mordekaiser,TFT17_Maokai,TFT17_Rhaast,TFT17_Nunu,TFT17_Xayah,TFT17_Jhin"
